email_thread_id,mailbox,channel_type,received_date,sender_domain_type,region,brand,product_category,sku_id,batch_lot_id,retailer_name,order_id,promotion_code,thread_length_messages,days_since_first_message,avg_response_latency_hours,max_response_latency_hours,sender_message_count_90d,attachment_count,attachment_size_mb_total,cc_recipient_count,reply_all_flag,sentiment_score,negative_word_count,urgency_keyword_count,taste_keyword_flag,packaging_keyword_flag,shelf_life_keyword_flag,allergen_keyword_flag,availability_keyword_flag,topic_primary,prior_complaints_count_sku_90d,prior_escalations_count_retailer_12m,batch_quality_deviation_flag,sku_recent_quality_hold_flag,retailer_tier,consumer_loyalty_tier,assigned_team,current_status,resolution_time_hours,resolution_touches_count,commercial_credit_issued_usd,escalated_flag,escalation_within_48h,hours_to_critical_event_or_censor
LUM-EML-005762,Quality & Food Safety,Internal Escalation,2026-07-03,Internal,Central Europe,MorningRise Pastry,Pastry - Croissant,SKU-63496,LOT-748405,Not Applicable (Internal),,,3,9.3,35.9,74.9,2,0,0.0,3,N,-0.069,1,1,N,N,Y,N,N,Shelf-Life,2,0,N,N,N/A,N/A,Quality Assurance & Food Safety,Resolved,28.3,5,0.0,N,1,47.2
LUM-EML-005763,Supplier Relations,Supplier Notification,2026-02-26,Supplier Corporate,APAC,MorningRise Pastry,Pastry - Croissant,SKU-18407,LOT-856311,Not Applicable (Supplier),,,3,0.4,21.2,36.3,2,0,0.0,3,Y,-0.334,1,1,Y,N,N,N,Y,Availability/Stock,2,0,N,N,N/A,N/A,Procurement & Supplier Mgmt,In Progress,,5,0.0,N,0,57.9
LUM-EML-005764,Consumer Care,Consumer Complaint,2025-10-29,Consumer/Personal,Central Europe,MorningRise Pastry,Pastry - Croissant,SKU-42519,LOT-371769,Not Applicable (Consumer),,PROMO-245,3,6.8,58.8,106.1,2,0,0.0,3,N,0.12,1,1,N,N,N,N,N,Pricing/Promotion,2,0,N,N,N/A,New,Consumer Care Team,Open,,5,0.0,N,1,47.6
LUM-EML-005765,Consumer Care,Consumer Complaint,2026-07-04,Consumer/Personal,North America,PureWave,Still Beverage,SKU-75703,LOT-755330,Not Applicable (Consumer),,,3,0.6,23.9,28.2,2,0,0.0,3,N,-0.136,1,1,N,N,N,N,N,Pricing/Promotion,2,0,N,N,N/A,New,Consumer Care Team,Open,,5,0.0,N,0,58.7
LUM-EML-005766,Trade/Retailer,Retailer Inquiry,2026-07-17,Retailer Corporate,Central Europe,GoldenCrust Bakery,Pastry - Ambient Cake,SKU-58593,LOT-330809,ValueStop,ORD-5690126,,3,5.4,3.6,7.8,2,0,0.0,3,N,-0.514,1,1,N,N,N,N,N,General Inquiry,2,6,N,Y,Gold,N/A,Trade Marketing & Key Accounts,Open,,5,0.0,N,0,65.1
LUM-EML-005767,Consumer Care,Consumer Complaint,2026-01-27,Consumer/Personal,North America,MorningRise Pastry,Pastry - Croissant,SKU-59059,LOT-197843,Not Applicable (Consumer),,,3,4.4,15.3,38.6,2,0,0.0,3,N,0.399,1,1,N,N,N,N,N,Pricing/Promotion,2,0,N,N,N/A,Returning,Consumer Care Team,Resolved,57.0,5,0.0,N,0,83.2
LUM-EML-005768,Supplier Relations,Supplier Notification,2026-08-15,Supplier Corporate,Western Europe,GoldenCrust Bakery,Pastry - Ambient Cake,SKU-91923,LOT-933052,Not Applicable (Supplier),,,3,1.1,4.5,7.1,2,0,0.0,3,N,-0.424,1,1,N,N,N,Y,N,Allergen/Safety,2,0,N,N,N/A,N/A,Procurement & Supplier Mgmt,Closed,35.2,5,0.0,N,0,58.1
LUM-EML-005769,Consumer Care,Consumer Complaint,2025-11-14,Consumer/Personal,North America,CitrusPeak,Sparkling Beverage,SKU-37102,LOT-394615,Not Applicable (Consumer),,,3,2.9,6.4,15.0,2,0,0.0,3,N,-0.576,1,1,N,Y,N,Y,N,Allergen/Safety,2,0,N,N,N/A,Returning,Consumer Care Team,In Progress,,5,0.0,N,0,66.0
LUM-EML-005770,Quality & Food Safety,Internal Escalation,2026-01-29,Consumer/Personal,APAC,AquaLuna,Still Beverage,SKU-46515,LOT-708412,Not Applicable (Internal),,,3,5.4,33.0,80.3,2,0,0.0,3,N,-0.117,1,1,Y,N,N,N,N,Taste/Flavor,2,0,N,N,N/A,N/A,Quality Assurance & Food Safety,Closed,28.4,5,0.0,N,0,62.6
LUM-EML-005771,Consumer Care,Consumer Complaint,2026-03-12,Consumer/Personal,Latin America,GoldenCrust Bakery,Pastry - Ambient Cake,SKU-62378,LOT-957006,Not Applicable (Consumer),,,3,1.2,12.5,18.8,2,0,0.0,3,N,0.107,1,1,Y,N,N,N,N,Delivery/Logistics,2,0,Y,N,N/A,Returning,Consumer Care Team,Open,,5,0.0,N,0,78.5
LUM-EML-005772,Consumer Care,Consumer Complaint,2025-12-27,Consumer/Personal,Central Europe,GoldenCrust Bakery,Pastry - Ambient Cake,SKU-46347,LOT-384294,Not Applicable (Consumer),,,3,6.4,24.3,53.4,2,0,0.0,3,N,-0.537,1,1,Y,N,N,N,N,Taste/Flavor,2,0,N,N,N/A,Returning,Consumer Care Team,Resolved,65.2,5,0.0,N,0,49.0
LUM-EML-005773,Consumer Care,Consumer Complaint,2026-01-19,Consumer/Personal,North America,GoldenCrust Bakery,Pastry - Seasonal Specialty,SKU-49136,LOT-682495,Not Applicable (Consumer),,,3,18.4,12.8,32.9,2,0,0.0,3,N,1.0,1,1,Y,N,N,N,N,Taste/Flavor,2,0,N,N,N/A,Returning,Consumer Care Team,Closed,3.5,5,0.0,N,0,68.8
LUM-EML-005774,Supplier Relations,Supplier Notification,2026-09-01,Supplier Corporate,North America,GoldenCrust Bakery,Pastry - Ambient Cake,SKU-99691,LOT-559878,Not Applicable (Supplier),,PROMO-561,3,3.5,12.0,16.4,2,0,0.0,3,N,-0.672,1,1,N,N,N,N,N,General Inquiry,2,0,N,N,N/A,N/A,Procurement & Supplier Mgmt,Open,,5,0.0,Y,1,48.0
LUM-EML-005775,Trade/Retailer,Retailer Inquiry,2026-05-26,Retailer Corporate,Central Europe,GoldenCrust Bakery,Pastry - Ambient Cake,SKU-84747,LOT-205304,GreenBasket,ORD-4222896,,3,0.1,24.0,43.0,2,0,0.0,3,N,-0.427,1,1,Y,N,N,N,N,Taste/Flavor,2,6,N,N,Bronze,N/A,Trade Marketing & Key Accounts,Escalated,,5,0.0,Y,0,67.3
LUM-EML-005776,Trade/Retailer,Retailer Inquiry,2025-09-18,Retailer Corporate,North America,BerryBurst,Sparkling Beverage,SKU-56549,LOT-462863,GreenBasket,ORD-1411340,,3,1.4,22.3,44.9,2,0,0.0,3,N,-0.604,1,1,Y,Y,N,N,N,Taste/Flavor,2,6,N,N,Gold,N/A,Trade Marketing & Key Accounts,In Progress,,5,0.0,N,0,62.6
LUM-EML-005777,Consumer Care,Consumer Complaint,2025-12-02,Consumer/Personal,APAC,GoldenCrust Bakery,Pastry - Ambient Cake,SKU-82883,LOT-863996,Not Applicable (Consumer),,,3,0.7,12.9,19.7,2,0,0.0,3,N,-0.063,1,1,N,N,Y,N,N,Pricing/Promotion,2,0,N,N,N/A,New,Consumer Care Team,Resolved,27.2,5,0.0,N,0,56.6
LUM-EML-005778,Consumer Care,Consumer Complaint,2026-04-03,Consumer/Personal,Latin America,BerryBurst,Sparkling Beverage,SKU-10661,LOT-885631,Not Applicable (Consumer),,PROMO-499,3,0.2,23.8,39.5,2,0,0.0,3,N,-0.586,1,1,N,N,N,N,N,Pricing/Promotion,2,0,N,N,N/A,VIP,Consumer Care Team,In Progress,,5,0.0,N,0,50.2
LUM-EML-005779,Supplier Relations,Supplier Notification,2026-05-04,Supplier Corporate,North America,MorningRise Pastry,Pastry - Seasonal Specialty,SKU-68971,LOT-353034,Not Applicable (Supplier),,,3,0.6,23.9,53.6,2,0,0.0,3,N,-0.691,1,1,N,Y,N,N,N,Packaging Defect,2,0,N,Y,N/A,N/A,Procurement & Supplier Mgmt,In Progress,,5,0.0,N,0,49.0
LUM-EML-005780,Trade/Retailer,Retailer Inquiry,2026-08-28,Retailer Corporate,APAC,MorningRise Pastry,Pastry - Seasonal Specialty,SKU-11683,LOT-607243,MegaMart,ORD-8557623,PROMO-228,3,0.1,5.1,5.8,2,0,0.0,3,N,0.233,1,1,Y,N,N,N,N,Taste/Flavor,2,6,Y,N,Silver,N/A,Trade Marketing & Key Accounts,Escalated,,5,0.0,Y,0,63.0
LUM-EML-005781,Quality & Food Safety,Internal Escalation,2026-02-06,Internal,APAC,GoldenCrust Bakery,Pastry - Ambient Cake,SKU-25637,LOT-555375,Not Applicable (Internal),,,3,0.8,12.6,14.8,2,0,0.0,3,N,0.624,1,1,Y,N,N,N,N,Taste/Flavor,2,0,N,N,N/A,N/A,Quality Assurance & Food Safety,In Progress,,5,0.0,N,0,70.4
LUM-EML-005782,Trade/Retailer,Retailer Inquiry,2025-10-21,Retailer Corporate,North America,SpringFizz,Sparkling Beverage,SKU-46806,LOT-430980,Coastal Grocers,ORD-4233428,,3,5.7,18.6,29.0,2,0,0.0,3,N,-0.376,1,1,Y,N,N,N,N,Taste/Flavor,2,6,N,N,Bronze,N/A,Trade Marketing & Key Accounts,In Progress,,5,0.0,N,1,48.0
LUM-EML-005783,Consumer Care,Consumer Complaint,2026-06-05,Consumer/Personal,Western Europe,GoldenCrust Bakery,Pastry - Seasonal Specialty,SKU-46576,LOT-726866,Not Applicable (Consumer),,,3,6.5,16.9,23.9,2,0,0.0,3,Y,-0.084,1,1,N,Y,N,N,N,Packaging Defect,2,0,Y,N,N/A,Returning,Consumer Care Team,Open,,5,0.0,N,0,68.5
LUM-EML-005784,Supplier Relations,Supplier Notification,2026-04-01,Supplier Corporate,North America,MorningRise Pastry,Pastry - Croissant,SKU-31777,LOT-535723,Not Applicable (Supplier),,,3,0.3,12.2,14.6,2,0,0.0,3,N,0.083,1,1,N,N,N,N,Y,Availability/Stock,2,0,N,N,N/A,N/A,Procurement & Supplier Mgmt,Open,,5,0.0,N,0,62.4
LUM-EML-005785,Consumer Care,Consumer Complaint,2026-02-13,Consumer/Personal,Central Europe,MorningRise Pastry,Pastry - Croissant,SKU-52731,LOT-822316,Not Applicable (Consumer),,,3,0.3,11.8,16.2,2,0,0.0,3,Y,-0.229,1,1,N,N,N,N,N,Delivery/Logistics,2,0,N,N,N/A,New,Consumer Care Team,Closed,22.3,5,0.0,N,0,49.0
LUM-EML-005786,Consumer Care,Consumer Complaint,2025-10-19,Consumer/Personal,Latin America,GoldenCrust Bakery,Pastry - Ambient Cake,SKU-38683,LOT-988128,Not Applicable (Consumer),,,3,4.8,20.8,40.5,2,0,0.0,3,N,0.662,1,1,N,N,Y,N,N,Shelf-Life,2,0,N,N,N/A,Returning,Consumer Care Team,Resolved,37.6,5,0.0,N,0,58.3
LUM-EML-005787,Trade/Retailer,Retailer Inquiry,2026-05-03,Retailer Corporate,North America,GoldenCrust Bakery,Pastry - Ambient Cake,SKU-85869,LOT-554383,GreenBasket,ORD-3978740,,3,3.5,4.8,9.4,2,0,0.0,3,N,-0.122,1,1,N,N,N,N,Y,Availability/Stock,2,6,N,Y,Silver,N/A,Trade Marketing & Key Accounts,In Progress,,5,2020.37,N,0,63.1
LUM-EML-005788,Consumer Care,Consumer Complaint,2026-05-13,Consumer/Personal,North America,MorningRise Pastry,Pastry - Croissant,SKU-61827,LOT-499944,Not Applicable (Consumer),,,3,2.4,13.1,15.0,2,0,0.0,3,N,0.141,1,1,N,N,N,N,Y,Availability/Stock,2,0,N,N,N/A,New,Consumer Care Team,Open,,5,0.0,N,0,49.0
LUM-EML-005789,Quality & Food Safety,Internal Escalation,2026-01-20,Retailer Corporate,Western Europe,MorningRise Pastry,Pastry - Seasonal Specialty,SKU-79627,LOT-302563,Not Applicable (Internal),,PROMO-921,3,2.2,3.6,6.2,2,0,0.0,3,N,-0.777,1,1,N,N,N,N,N,Delivery/Logistics,2,0,Y,N,N/A,N/A,Quality Assurance & Food Safety,Closed,27.8,5,0.0,N,0,49.0
LUM-EML-005790,Quality & Food Safety,Internal Escalation,2026-01-06,Consumer/Personal,North America,GoldenCrust Bakery,Pastry - Ambient Cake,SKU-70410,LOT-418812,Not Applicable (Internal),,,3,7.0,23.1,52.7,2,0,0.0,3,N,0.588,1,1,N,N,N,N,N,Pricing/Promotion,2,0,N,N,N/A,N/A,Quality Assurance & Food Safety,Escalated,,5,0.0,Y,0,67.5
LUM-EML-005791,Consumer Care,Consumer Complaint,2026-06-21,Consumer/Personal,Central Europe,GoldenCrust Bakery,Pastry - Cookie,SKU-66225,LOT-268404,Not Applicable (Consumer),,PROMO-734,3,0.3,5.3,8.7,2,0,0.0,3,Y,-0.432,1,1,N,Y,N,N,N,Packaging Defect,2,0,N,N,N/A,Returning,Consumer Care Team,In Progress,,5,0.0,N,0,72.4
LUM-EML-005792,Trade/Retailer,Retailer Inquiry,2025-12-24,Retailer Corporate,North America,GoldenCrust Bakery,Pastry - Ambient Cake,SKU-33798,LOT-498431,GreenBasket,ORD-4882386,,3,0.4,9.6,11.3,2,0,0.0,3,N,-0.173,1,1,N,Y,N,N,N,Packaging Defect,2,6,N,N,Silver,N/A,Trade Marketing & Key Accounts,Open,,5,0.0,N,0,52.2
LUM-EML-005793,Trade/Retailer,Retailer Inquiry,2026-05-01,Retailer Corporate,Central Europe,PureWave,Functional Water,SKU-70488,LOT-526242,FreshCo Retail,ORD-9061136,,3,6.2,18.4,41.0,2,0,0.0,3,N,0.352,1,1,N,N,N,N,Y,Availability/Stock,2,6,N,N,Platinum,N/A,Trade Marketing & Key Accounts,Closed,8.6,5,0.0,N,0,53.3
LUM-EML-005794,Consumer Care,Consumer Complaint,2026-02-25,Consumer/Personal,North America,PureWave,Still Beverage,SKU-62087,LOT-987864,Not Applicable (Consumer),,PROMO-601,3,0.3,24.0,55.7,2,0,0.0,3,N,-0.413,1,1,N,N,N,N,N,Pricing/Promotion,2,0,N,N,N/A,Returning,Consumer Care Team,Resolved,13.1,5,0.0,N,0,50.8
LUM-EML-005795,Consumer Care,Consumer Complaint,2025-11-01,Consumer/Personal,North America,BerryBurst,Sparkling Beverage,SKU-60555,LOT-126024,Not Applicable (Consumer),,,3,1.3,26.2,38.6,2,0,0.0,3,N,-0.214,1,1,N,N,N,N,Y,Availability/Stock,2,0,N,N,N/A,Returning,Consumer Care Team,Resolved,43.0,5,0.0,N,1,48.0
LUM-EML-005796,Consumer Care,Consumer Complaint,2026-08-09,Consumer/Personal,Latin America,GoldenCrust Bakery,Pastry - Ambient Cake,SKU-83257,LOT-226065,Not Applicable (Consumer),,PROMO-679,3,1.8,29.7,71.8,2,0,0.0,3,N,0.175,1,1,N,Y,N,N,N,Delivery/Logistics,2,0,N,N,N/A,New,Consumer Care Team,Resolved,17.4,5,0.0,N,0,54.6
LUM-EML-005797,Consumer Care,Consumer Complaint,2025-11-10,Consumer/Personal,Latin America,BerryBurst,Juice,SKU-35027,LOT-914287,Not Applicable (Consumer),,,3,0.1,12.5,23.9,2,0,0.0,3,Y,-0.996,1,1,N,N,N,N,Y,Availability/Stock,2,0,N,N,N/A,Returning,Consumer Care Team,Resolved,8.2,5,0.0,N,0,64.1
LUM-EML-005798,Consumer Care,Consumer Complaint,2026-06-14,Consumer/Personal,Central Europe,GoldenCrust Bakery,Pastry - Seasonal Specialty,SKU-42971,LOT-336971,Not Applicable (Consumer),,,3,1.5,6.3,14.9,2,0,0.0,3,N,-0.359,1,1,N,N,N,N,Y,Availability/Stock,2,0,N,N,N/A,Returning,Consumer Care Team,Closed,2.0,5,0.0,N,0,50.8
LUM-EML-005799,Consumer Care,Consumer Complaint,2025-11-20,Consumer/Personal,Central Europe,PureWave,Functional Water,SKU-18893,LOT-667355,Not Applicable (Consumer),,,3,0.6,54.6,108.4,2,0,0.0,3,N,-0.429,1,1,N,N,N,N,N,Pricing/Promotion,2,0,N,N,N/A,VIP,Consumer Care Team,Resolved,25.3,5,0.0,Y,1,41.7
LUM-EML-005800,Trade/Retailer,Retailer Inquiry,2025-12-14,Retailer Corporate,North America,AquaLuna,Still Beverage,SKU-97777,LOT-795919,Coastal Grocers,ORD-4492930,,3,4.1,2.5,5.5,2,0,0.0,3,N,-0.226,1,1,N,N,N,Y,N,Allergen/Safety,2,6,N,N,Silver,N/A,Trade Marketing & Key Accounts,Open,,5,0.0,N,0,49.0
LUM-EML-005801,Trade/Retailer,Retailer Inquiry,2026-06-14,Retailer Corporate,Central Europe,BerryBurst,Juice,SKU-33194,LOT-213761,MegaMart,ORD-4804880,,3,2.1,18.3,21.4,2,0,0.0,3,Y,-0.081,1,1,N,N,N,N,Y,Availability/Stock,2,6,N,N,Bronze,N/A,Trade Marketing & Key Accounts,Escalated,,5,0.0,Y,0,55.9
LUM-EML-005802,Consumer Care,Consumer Complaint,2026-06-17,Consumer/Personal,Central Europe,MorningRise Pastry,Pastry - Seasonal Specialty,SKU-51820,LOT-312830,Not Applicable (Consumer),,,3,6.0,45.5,93.3,2,0,0.0,3,N,-0.48,1,1,N,N,N,N,Y,General Inquiry,2,0,N,N,N/A,Returning,Consumer Care Team,In Progress,,5,0.0,Y,1,43.1
LUM-EML-005803,Quality & Food Safety,Internal Escalation,2026-07-18,Internal,North America,MorningRise Pastry,Pastry - Cookie,SKU-77182,LOT-345089,Not Applicable (Internal),,PROMO-826,3,10.8,4.6,10.4,2,0,0.0,3,N,0.536,1,1,N,N,N,N,Y,Availability/Stock,2,0,N,N,N/A,N/A,Quality Assurance & Food Safety,In Progress,,5,0.0,N,0,73.8
LUM-EML-005804,Quality & Food Safety,Internal Escalation,2026-06-07,Internal,Latin America,BerryBurst,Juice,SKU-13458,LOT-602042,Not Applicable (Internal),,,3,2.3,19.4,29.3,2,0,0.0,3,Y,-0.125,1,1,Y,N,N,N,N,Taste/Flavor,2,0,N,N,N/A,N/A,Quality Assurance & Food Safety,In Progress,,5,0.0,N,0,49.0
LUM-EML-005805,Trade/Retailer,Retailer Inquiry,2025-11-01,Retailer Corporate,North America,GoldenCrust Bakery,Pastry - Ambient Cake,SKU-94920,LOT-728553,FreshCo Retail,ORD-7992342,,3,6.6,6.7,12.7,2,0,0.0,3,Y,-0.407,1,1,Y,N,N,N,Y,Availability/Stock,2,6,N,N,Gold,N/A,Trade Marketing & Key Accounts,Resolved,13.8,5,597.52,N,0,65.4
LUM-EML-005806,Quality & Food Safety,Internal Escalation,2026-02-17,Consumer/Personal,Western Europe,MorningRise Pastry,Pastry - Cookie,SKU-67636,LOT-958005,Not Applicable (Internal),,,3,13.0,3.5,6.8,2,0,0.0,3,N,-0.546,1,1,N,N,N,N,N,General Inquiry,2,0,N,N,N/A,N/A,Quality Assurance & Food Safety,In Progress,,5,0.0,N,0,57.8
LUM-EML-005807,Consumer Care,Consumer Complaint,2026-02-21,Consumer/Personal,North America,MorningRise Pastry,Pastry - Seasonal Specialty,SKU-80929,LOT-986931,Not Applicable (Consumer),,,3,0.4,3.5,7.1,2,0,0.0,3,Y,-0.419,1,1,Y,N,N,N,N,Taste/Flavor,2,0,Y,N,N/A,Returning,Consumer Care Team,Resolved,5.6,5,0.0,N,0,57.7
LUM-EML-005808,Quality & Food Safety,Internal Escalation,2026-03-02,Retailer Corporate,Latin America,MorningRise Pastry,Pastry - Seasonal Specialty,SKU-15455,LOT-436274,Not Applicable (Internal),,,3,18.1,41.1,95.3,2,0,0.0,3,N,-0.136,1,1,N,N,N,N,N,Delivery/Logistics,2,0,N,N,N/A,N/A,Quality Assurance & Food Safety,Open,,5,0.0,N,0,49.4
LUM-EML-005809,Trade/Retailer,Retailer Inquiry,2026-01-09,Retailer Corporate,Western Europe,PureWave,Functional Water,SKU-84760,LOT-520571,ValueStop,ORD-2128215,PROMO-292,3,5.1,12.6,27.9,2,0,0.0,3,Y,1.0,1,1,N,N,Y,N,N,Shelf-Life,2,6,N,N,Gold,N/A,Trade Marketing & Key Accounts,Resolved,32.5,5,0.0,N,0,74.4
LUM-EML-005810,Consumer Care,Consumer Complaint,2026-08-08,Consumer/Personal,APAC,MorningRise Pastry,Pastry - Croissant,SKU-34740,LOT-885176,Not Applicable (Consumer),,,3,1.2,38.4,90.7,2,0,0.0,3,N,1.0,1,1,N,N,Y,N,N,Shelf-Life,2,0,N,N,N/A,VIP,Consumer Care Team,Resolved,7.9,5,0.0,N,0,49.0
LUM-EML-005811,Quality & Food Safety,Internal Escalation,2026-04-17,Consumer/Personal,Western Europe,CitrusPeak,Juice,SKU-84415,LOT-429999,Not Applicable (Internal),,,3,1.3,4.9,9.4,2,0,0.0,3,N,-0.891,1,1,N,Y,N,N,N,Packaging Defect,2,0,N,N,N/A,N/A,Quality Assurance & Food Safety,Resolved,76.6,5,0.0,Y,1,48.0
LUM-EML-005812,Trade/Retailer,Retailer Inquiry,2026-09-01,Retailer Corporate,Latin America,CitrusPeak,Juice,SKU-59622,LOT-437794,ValueStop,ORD-8435289,,3,7.1,38.7,84.1,2,0,0.0,3,N,,1,1,N,N,Y,N,N,Shelf-Life,2,6,N,N,Bronze,N/A,Trade Marketing & Key Accounts,Resolved,11.9,5,0.0,Y,1,37.6
LUM-EML-005813,Trade/Retailer,Retailer Inquiry,2025-12-20,Retailer Corporate,Western Europe,AquaLuna,Still Beverage,SKU-54084,LOT-778314,ValueStop,ORD-1455087,,3,2.2,28.7,59.5,2,0,0.0,3,N,0.36,1,1,N,Y,N,N,N,Packaging Defect,2,6,N,N,Gold,N/A,Trade Marketing & Key Accounts,In Progress,,5,0.0,N,0,49.0
LUM-EML-005814,Trade/Retailer,Retailer Inquiry,2025-12-19,Retailer Corporate,North America,GoldenCrust Bakery,Pastry - Ambient Cake,SKU-45584,LOT-575054,MegaMart,ORD-7719721,PROMO-921,3,4.3,14.9,25.5,2,0,0.0,3,N,0.762,1,1,Y,N,N,N,N,Taste/Flavor,2,6,N,N,Platinum,N/A,Trade Marketing & Key Accounts,In Progress,,5,0.0,N,0,79.4
LUM-EML-005815,Quality & Food Safety,Internal Escalation,2025-12-25,Retailer Corporate,Western Europe,AquaLuna,Functional Water,SKU-92041,LOT-952551,Not Applicable (Internal),,,3,2.8,10.7,19.1,2,0,0.0,3,Y,-0.616,1,1,N,N,N,Y,N,Allergen/Safety,2,0,N,N,N/A,N/A,Quality Assurance & Food Safety,In Progress,,5,0.0,N,0,49.0
LUM-EML-005816,Quality & Food Safety,Internal Escalation,2025-10-16,Retailer Corporate,Central Europe,MorningRise Pastry,Pastry - Croissant,SKU-49179,LOT-622837,Not Applicable (Internal),,,3,0.0,3.2,7.8,2,0,0.0,3,Y,-0.646,1,1,Y,N,N,N,N,Taste/Flavor,2,0,N,N,N/A,N/A,Quality Assurance & Food Safety,Resolved,71.0,5,0.0,N,0,49.0
LUM-EML-005817,Trade/Retailer,Retailer Inquiry,2025-12-09,Retailer Corporate,Latin America,GoldenCrust Bakery,Pastry - Ambient Cake,SKU-70373,LOT-379579,MegaMart,ORD-7680492,,3,1.1,23.0,50.0,2,0,0.0,3,N,0.691,1,1,N,N,Y,N,N,Shelf-Life,2,6,N,N,Silver,N/A,Trade Marketing & Key Accounts,In Progress,,5,0.0,N,0,51.2
LUM-EML-005818,Consumer Care,Consumer Complaint,2025-09-12,Consumer/Personal,North America,GoldenCrust Bakery,Pastry - Seasonal Specialty,SKU-80791,LOT-259125,Not Applicable (Consumer),,PROMO-100,3,9.5,22.6,25.3,2,0,0.0,3,Y,-0.15,1,1,N,N,Y,N,N,Shelf-Life,2,0,N,N,N/A,Returning,Consumer Care Team,In Progress,,5,0.0,N,0,59.4
LUM-EML-005819,Consumer Care,Consumer Complaint,2026-04-19,Consumer/Personal,Western Europe,AquaLuna,Still Beverage,SKU-52308,LOT-381073,Not Applicable (Consumer),,PROMO-895,3,8.0,11.0,14.8,2,0,0.0,3,Y,-0.587,1,1,Y,N,N,N,N,Taste/Flavor,2,0,N,N,N/A,New,Consumer Care Team,Closed,16.9,5,0.0,N,0,52.4
LUM-EML-005820,Supplier Relations,Supplier Notification,2026-05-07,Supplier Corporate,Latin America,GoldenCrust Bakery,Pastry - Cookie,SKU-58912,LOT-454081,Not Applicable (Supplier),,,3,4.7,15.8,25.7,2,0,0.0,3,Y,-0.075,1,1,N,N,N,N,N,General Inquiry,2,0,N,N,N/A,N/A,Procurement & Supplier Mgmt,In Progress,,5,0.0,N,0,60.9
LUM-EML-005821,Trade/Retailer,Retailer Inquiry,2026-01-13,Retailer Corporate,North America,CitrusPeak,Sparkling Beverage,SKU-74513,LOT-601033,FreshCo Retail,ORD-6491470,,3,2.6,3.6,7.0,2,0,0.0,3,Y,-0.328,1,1,N,N,N,Y,N,Allergen/Safety,2,6,N,N,Gold,N/A,Trade Marketing & Key Accounts,Open,,5,0.0,N,0,50.1
LUM-EML-005822,Trade/Retailer,Retailer Inquiry,2026-06-15,Retailer Corporate,Western Europe,GoldenCrust Bakery,Pastry - Seasonal Specialty,SKU-90829,LOT-511974,Coastal Grocers,ORD-6283958,,3,1.8,6.4,10.6,2,0,0.0,3,N,0.072,1,1,N,Y,N,N,N,Packaging Defect,2,6,N,N,Silver,N/A,Trade Marketing & Key Accounts,Escalated,,5,0.0,Y,0,60.0
LUM-EML-005823,Consumer Care,Consumer Complaint,2025-10-28,Consumer/Personal,North America,CitrusPeak,Juice,SKU-28665,LOT-865092,Not Applicable (Consumer),,PROMO-378,3,7.9,41.6,62.0,2,0,0.0,3,Y,0.396,1,1,N,N,N,N,Y,Availability/Stock,2,0,N,N,N/A,Returning,Consumer Care Team,Resolved,8.7,5,0.0,N,0,69.0
LUM-EML-005824,Trade/Retailer,Retailer Inquiry,2026-03-14,Retailer Corporate,Latin America,GoldenCrust Bakery,Pastry - Ambient Cake,SKU-51434,LOT-919284,GreenBasket,ORD-8523238,,3,1.0,22.7,33.5,2,0,0.0,3,N,-0.598,1,1,N,N,N,N,N,Delivery/Logistics,2,6,N,N,Bronze,N/A,Trade Marketing & Key Accounts,Resolved,18.6,5,0.0,N,0,51.9
LUM-EML-005825,Trade/Retailer,Retailer Inquiry,2025-12-30,Retailer Corporate,North America,MorningRise Pastry,Pastry - Croissant,SKU-35860,LOT-446240,MegaMart,ORD-6331102,,3,0.7,18.6,37.1,2,0,0.0,3,N,0.503,1,1,Y,N,N,N,N,Taste/Flavor,2,6,Y,N,Gold,N/A,Trade Marketing & Key Accounts,Open,,5,0.0,N,0,70.8
LUM-EML-005826,Quality & Food Safety,Internal Escalation,2026-08-08,Consumer/Personal,APAC,GoldenCrust Bakery,Pastry - Ambient Cake,SKU-40683,LOT-111160,Not Applicable (Internal),,,3,0.5,3.5,5.1,2,0,0.0,3,N,-0.263,1,1,N,N,N,N,N,Pricing/Promotion,2,0,N,N,N/A,N/A,Quality Assurance & Food Safety,Resolved,9.9,5,0.0,N,0,59.6
LUM-EML-005827,Supplier Relations,Supplier Notification,2026-03-08,Supplier Corporate,Latin America,GoldenCrust Bakery,Pastry - Cookie,SKU-84532,LOT-996287,Not Applicable (Supplier),,,3,2.2,3.3,6.5,2,0,0.0,3,Y,0.661,1,1,N,N,N,N,N,Delivery/Logistics,2,0,N,N,N/A,N/A,Procurement & Supplier Mgmt,In Progress,,5,0.0,N,0,82.5
LUM-EML-005828,Trade/Retailer,Retailer Inquiry,2026-06-14,Retailer Corporate,Central Europe,CitrusPeak,Juice,SKU-28883,LOT-740924,FreshCo Retail,ORD-4762895,PROMO-519,3,1.5,5.9,14.8,2,0,0.0,3,N,-0.586,1,1,N,N,N,N,Y,Availability/Stock,2,6,N,N,Silver,N/A,Trade Marketing & Key Accounts,In Progress,,5,0.0,N,0,63.5
